Impressions (sponsored),Click through rate (sponsored),Clicks (sponsored),Cost per started application,Started applications (sponsored),Application start rate (sponsored),Cost per click,Total cost,Job post
479,6.05427974947808,29,4.44,1.0,3.4482758620689653,0.1531034482758621,4.44,Supply Chain Engineer
477,16.561844863731658,79,14.52,1.0,1.2658227848101267,0.18379746835443037,14.52,Team Manager
476,14.495798319327733,69,10.97,1.0,1.4492753623188406,0.15898550724637683,10.97,Project Coördinator
473,9.513742071881607,45,11.465,2.0,4.444444444444445,0.5095555555555555,22.93,Software Engineer
472,2.9661016949152543,14,6.42,2.0,14.285714285714285,0.9171428571428571,12.84,Projectcoördinator Machinebouw
470,3.6170212765957444,17,24.215,2.0,11.76470588235294,2.8488235294117645,48.43,Junior Project Engineer Utiliteit elektrotechniek
466,4.07725321888412,19,5.5,2.0,10.526315789473683,0.5789473684210527,11.0,Projectmanager | Gebiedsontwikkeling
463,10.367170626349893,48,0.0,0.0,0.0,0.0,0.0,Teammanager Engineering
460,12.173913043478262,56,0.0,0.0,0.0,0.0,0.0,Werkvoorbereider
457,6.564551422319474,30,6.795,2.0,6.666666666666667,0.453,13.59,FPGA Design Engineer
455,8.791208791208792,40,5.03,1.0,2.5,0.12575,5.03,Assetmanagement Water
455,11.428571428571429,52,2.1559999999999997,5.0,9.615384615384617,0.2073076923076923,10.78,Erfgoedspecialist monumenten
454,7.488986784140969,34,7.426666666666667,3.0,8.823529411764707,0.6552941176470588,22.28,Medior Project Engineer Energie opwek Werktuigbouwkunde
450,10.444444444444445,47,7.71,3.0,6.382978723404255,0.4921276595744681,23.13,Demand Planner
446,2.690582959641256,12,0.0,0.0,0.0,0.0,0.0,Recruitment Consultant Bouw-Infra
446,4.260089686098654,19,4.84,2.0,10.526315789473683,0.5094736842105263,9.68,Senior Electrical Designer
443,10.15801354401806,45,2.95,2.0,4.444444444444445,0.13111111111111112,5.9,Planner
442,16.515837104072396,73,1.635,8.0,10.95890410958904,0.17917808219178083,13.08,Project Manager
438,8.904109589041095,39,0.0,0.0,0.0,0.0,0.0,Inspectie Traineeship
437,9.610983981693364,42,10.33,1.0,2.380952380952381,0.24595238095238095,10.33,Supply Planner
436,7.339449541284404,32,11.195,2.0,6.25,0.6996875,22.39,Assetmanagement Water
431,6.728538283062645,29,2.275,2.0,6.896551724137931,0.1568965517241379,4.55,Commissioning Engineer Data Centers – Electrical
426,5.868544600938967,25,12.13,2.0,8.0,0.9704,24.26,Medior Project Engineer
425,6.11764705882353,26,7.71,1.0,3.8461538461538463,0.29653846153846153,7.71,FPGA Design Engineer
423,7.328605200945626,31,2.2,2.0,6.451612903225806,0.14193548387096774,4.4,Software PLC Engineer
422,11.61137440758294,49,5.886666666666667,3.0,6.122448979591836,0.3604081632653061,17.66,Junior Project Engineer Duurzame Energie
422,6.161137440758294,26,12.38,1.0,3.8461538461538463,0.4761538461538462,12.38,Software solutions engineer
415,6.265060240963856,26,1.7,2.0,7.6923076923076925,0.13076923076923078,3.4,Assetmanagement Water
415,11.566265060240964,48,10.31,1.0,2.083333333333333,0.2147916666666667,10.31,Automation Engineer
414,13.285024154589372,55,6.6000000000000005,3.0,5.454545454545454,0.36,19.8,Planner
411,5.35279805352798,22,11.6725,4.0,18.181818181818183,2.122272727272727,46.69,Junior Uitvoerder Bouwkunde
409,10.757946210268948,44,7.3575,4.0,9.090909090909092,0.6688636363636363,29.43,REVIT Modelleur
406,4.679802955665025,19,18.0,1.0,5.263157894736842,0.9473684210526315,18.0,Junior Werkvoorbereider bouwkunde
404,10.14851485148515,41,1.87,6.0,14.634146341463413,0.2736585365853659,11.22,FPGA Engineer
399,6.015037593984962,24,4.7825,4.0,16.666666666666664,0.7970833333333333,19.13,Senior Electrical Designer
398,5.025125628140704,20,6.075,2.0,10.0,0.6075,12.15,Senior Control Engineer
397,8.816120906801007,35,1.705,4.0,11.428571428571429,0.19485714285714287,6.82,Firmware Engineer
392,4.846938775510204,19,0.0,0.0,0.0,0.0,0.0,Medior Inspecteur NEN2767 BOK III
390,7.6923076923076925,30,8.81,1.0,3.3333333333333335,0.2936666666666667,8.81,Maintenance Manager
388,5.927835051546391,23,11.67,1.0,4.3478260869565215,0.5073913043478261,11.67,System Verification Engineer (Shipbuilding)
387,13.178294573643413,51,3.1166666666666667,15.0,29.411764705882355,0.9166666666666666,46.75,Demand Planner
386,10.880829015544041,42,6.486666666666667,3.0,7.142857142857142,0.4633333333333334,19.46,Senior Development Specialist
386,6.994818652849741,27,3.9566666666666666,3.0,11.11111111111111,0.4396296296296296,11.87,Teamlead logistics
381,5.2493438320209975,20,4.02,1.0,5.0,0.20099999999999998,4.02,Traineeship Technische Bedrijfskunde
379,6.860158311345646,26,2.0,1.0,3.8461538461538463,0.07692307692307693,2.0,Contractbeheer
378,8.201058201058201,31,0.0,0.0,0.0,0.0,0.0,Project Engineer Energie opwek Mechanisch
378,11.11111111111111,42,8.755,4.0,9.523809523809524,0.8338095238095239,35.02,Project Engineer Offshore Wind
372,9.13978494623656,34,7.45,2.0,5.88235294117647,0.43823529411764706,14.9,Senior Specialist Process Engineer
371,4.31266846361186,16,2.8200000000000003,3.0,18.75,0.52875,8.46,Maintenance Engineer
367,11.989100817438691,44,7.135,2.0,4.545454545454546,0.3243181818181818,14.27,Project Manager
364,7.142857142857142,26,11.43,1.0,3.8461538461538463,0.43961538461538463,11.43,Junior Maintenance Engineer
363,7.162534435261708,26,5.593333333333334,3.0,11.538461538461538,0.6453846153846154,16.78,Physical Design Engineer
362,16.298342541436465,59,1.7,7.0,11.864406779661017,0.2016949152542373,11.9,(Senior) Project Manager
359,12.534818941504177,45,1.704,5.0,11.11111111111111,0.18933333333333333,8.52,Embedded Software Engineer
359,6.128133704735376,22,11.206666666666665,3.0,13.636363636363635,1.528181818181818,33.62,Junior Projectleider Warmtenetten
356,8.426966292134832,30,2.566666666666667,3.0,10.0,0.25666666666666665,7.7,Electrical Engineer
355,10.985915492957748,39,1.7,2.0,5.128205128205128,0.08717948717948718,3.4,Maintenance Engineer
349,12.893982808022923,45,6.397142857142858,7.0,15.555555555555555,0.9951111111111112,44.78,Demand Planner
342,6.140350877192982,21,0.0,0.0,0.0,0.0,0.0,Traineeship Technische Bedrijfskunde
336,4.761904761904762,16,0.0,0.0,0.0,0.0,0.0,Junior Werkvoorbereider bouwkunde
336,6.547619047619048,22,9.713333333333333,3.0,13.636363636363635,1.3245454545454545,29.14,Maintenance Engineer
335,6.567164179104477,22,0.0,0.0,0.0,0.0,0.0,Principal Software Architect NL
335,4.179104477611941,14,11.29,1.0,7.142857142857142,0.8064285714285714,11.29,Uitvoerder Wegenbouw
332,9.63855421686747,32,0.0,0.0,0.0,0.0,0.0,Junior Werkvoorbereider Energietransitie
330,8.787878787878787,29,7.84,1.0,3.4482758620689653,0.27034482758620687,7.84,Junior Maintenance Engineer
328,8.231707317073171,27,7.52,1.0,3.7037037037037033,0.2785185185185185,7.52,Software PLC Engineer
324,4.012345679012346,13,0.0,0.0,0.0,0.0,0.0,Medior Project Engineer Duurzame Energie
324,4.62962962962963,15,6.673333333333333,3.0,20.0,1.3346666666666667,20.02,Projectmanager Warmtenetten
323,10.21671826625387,33,1.735,6.0,18.181818181818183,0.31545454545454543,10.41,Content Manager
323,4.643962848297214,15,19.30333333333333,3.0,20.0,3.8606666666666665,57.91,Junior Werkvoorbereider Civiele Techniek
319,6.269592476489027,20,7.1,1.0,5.0,0.355,7.1,OT Engineer
318,6.289308176100629,20,2.845,2.0,10.0,0.28450000000000003,5.69,FPGA Design Engineer
314,3.821656050955414,12,0.0,0.0,0.0,0.0,0.0,Maintenance Engineer
313,8.626198083067091,27,15.32,3.0,11.11111111111111,1.7022222222222223,45.96,Junior Werkvoorbereider Civiele Techniek
312,6.089743589743589,19,2.87,1.0,5.263157894736842,0.15105263157894738,2.87,Inkoper
312,7.6923076923076925,24,8.35,2.0,8.333333333333332,0.6958333333333333,16.7,Maintenance Engineer
312,13.782051282051283,43,2.7742857142857145,7.0,16.27906976744186,0.4516279069767442,19.42,Supply Chain Manager
312,6.730769230769231,21,2.545,2.0,9.523809523809524,0.24238095238095236,5.09,Traineeship Maintenance en Assetmanagement
309,8.737864077669903,27,10.18,2.0,7.4074074074074066,0.754074074074074,20.36,Junior Uitvoerder Civiele Techniek
309,7.119741100323624,22,6.785,2.0,9.090909090909092,0.6168181818181818,13.57,Maintenance Engineer
309,3.559870550161812,11,0.0,0.0,0.0,0.0,0.0,Uitvoerder Bouwkunde
306,7.18954248366013,22,11.28,1.0,4.545454545454546,0.5127272727272727,11.28,Medior Project Engineer Energie opwek Werktuigbouwkunde
305,7.213114754098362,22,0.0,0.0,0.0,0.0,0.0,Omscholingstraject Werktuigkundige Energiecentrale
304,2.302631578947368,7,0.0,0.0,0.0,0.0,0.0,Medior Werkvoorbereider Bouwkunde
303,8.25082508250825,25,20.13,1.0,4.0,0.8051999999999999,20.13,Medior Project Engineer Installatietechniek
301,5.980066445182724,18,10.53,1.0,5.555555555555555,0.585,10.53,Site Manager
299,9.03010033444816,27,9.85,1.0,3.7037037037037033,0.3648148148148148,9.85,FPGA Design Engineer
299,13.712374581939798,41,9.333333333333334,3.0,7.317073170731707,0.6829268292682927,28.0,Manager Technical Site Services
299,5.016722408026756,15,0.0,0.0,0.0,0.0,0.0,Productieplanner
297,4.713804713804714,14,9.86,2.0,14.285714285714285,1.4085714285714286,19.72,Junior Werkvoorbereider Civiele Techniek
295,5.084745762711865,15,0.0,0.0,0.0,0.0,0.0,Consultant Industriële Automatisering
295,3.050847457627119,9,0.0,0.0,0.0,0.0,0.0,Projectorganisator Bouwkunde
295,4.745762711864407,14,0.0,0.0,0.0,0.0,0.0,Specialist Assetmanagement wo
293,12.627986348122866,37,8.97,2.0,5.405405405405405,0.4848648648648649,17.94,Engineering Manager
291,8.59106529209622,25,0.0,0.0,0.0,0.0,0.0,Project Engineer Duurzame Energie
283,9.540636042402827,27,8.495,2.0,7.4074074074074066,0.6292592592592592,16.99,Automation Engineer
277,2.166064981949458,6,0.0,0.0,0.0,0.0,0.0,Medior Werkvoorbereider Bouwkunde
276,9.057971014492754,25,6.9375,4.0,16.0,1.11,27.75,Mechanical Engineer
276,7.608695652173914,21,3.36,2.0,9.523809523809524,0.32,6.72,Soldeer Operator
276,3.985507246376811,11,12.49,1.0,9.090909090909092,1.1354545454545455,12.49,Traineeship Technische Bedrijfskunde
275,8.0,22,5.468,5.0,22.727272727272727,1.2427272727272727,27.34,Ordercoördinator
271,8.856088560885608,24,7.3575,4.0,16.666666666666664,1.22625,29.43,Installation Engineer
271,5.904059040590406,16,6.41,1.0,6.25,0.400625,6.41,Maintenance Engineer
271,6.642066420664207,18,2.3733333333333335,3.0,16.666666666666664,0.39555555555555555,7.12,Regional Media & PR Strategy Lead
270,8.148148148148149,22,5.77,2.0,9.090909090909092,0.5245454545454545,11.54,Supply Planner
269,11.152416356877323,30,4.873333333333333,3.0,10.0,0.4873333333333333,14.62,Maintenance Engineer
268,7.835820895522389,21,17.395,2.0,9.523809523809524,1.6566666666666667,34.79,Maintenance & Reliability Engineer
266,4.135338345864661,11,27.72,2.0,18.181818181818183,5.04,55.44,Uitvoerder Bouwkunde
265,12.452830188679245,33,0.0,0.0,0.0,0.0,0.0,Automation Engineer
265,3.018867924528302,8,0.0,0.0,0.0,0.0,0.0,Systeem Engineer Maritiem
265,2.6415094339622645,7,0.0,0.0,0.0,0.0,0.0,Werktuigkundige
264,12.5,33,1.938,5.0,15.151515151515152,0.29363636363636364,9.69,Embedded Software Engineer
264,6.8181818181818175,18,0.0,0.0,0.0,0.0,0.0,Maintenance Engineer
261,7.662835249042145,20,7.0625,4.0,20.0,1.4125,28.25,Junior Werkvoorbereider Civiele Techniek
260,12.307692307692308,32,18.48,1.0,3.125,0.5775,18.48,Project Coördinator
260,6.153846153846154,16,1.7,1.0,6.25,0.10625,1.7,Traineeship Maintenance en Assetmanagement
259,6.563706563706563,17,3.0675,4.0,23.52941176470588,0.7217647058823529,12.27,Document controller
258,5.813953488372093,15,3.46,2.0,13.333333333333334,0.4613333333333333,6.92,Sr. Principal Software Architect
255,6.666666666666667,17,15.25,3.0,17.647058823529413,2.6911764705882355,45.75,Junior Werkvoorbereider Civiele Techniek
255,8.627450980392156,22,1.7,1.0,4.545454545454546,0.07727272727272727,1.7,Teamlead logistics
254,1.574803149606299,4,0.0,0.0,0.0,0.0,0.0,Werktuigkundige
250,8.0,20,12.05,1.0,5.0,0.6025,12.05,HSE Manager
248,6.854838709677419,17,2.79,1.0,5.88235294117647,0.16411764705882353,2.79,Manager Projectbeheersing
248,6.048387096774194,15,0.0,0.0,0.0,0.0,0.0,Technical Publication Engineer
247,8.502024291497975,21,2.3033333333333332,3.0,14.285714285714285,0.32904761904761903,6.91,Junior Project Engineer Utiliteit Werktuigbouwkundig
246,6.097560975609756,15,0.0,0.0,0.0,0.0,0.0,Traineeship Maintenance en Assetmanagement
245,4.081632653061225,10,4.47,1.0,10.0,0.44699999999999995,4.47,Werkvoorbereider E&I
